wanted,position,positionid,from,start,end
Q101110528,"Minister of Tourism, Civil Aviation, Ports and Marine",Q110146617,Q21015395,2018-04-27,2020-10-30
Q6883654,Minister of Family Affairs,Q110363614,Q56249687,2017-03-15,2018-04-26
